State_Name,State_District_Name,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Diarrhoea_Dysentery_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Acute_Respiratory_Infection_Ari_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Fever_All_Types_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_Per_100000_Population_Any_Type_Of_Acute_Illness_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Any_Source_Female_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Person_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Male_Urban,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Total,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Rural,JJ_Persons_Suffering_From_Acute_Illness_And_Taking_Treatment_From_Government_Source_Female_Urban
Assam,Barpeta,752,764,652,762,792,516,741,734,797,290,299,217,255,252,282,327,349,149,2721,2731,2634,2711,2693,2864,2731,2772,2390,4064,4103,3746,3975,4002,3756,4158,4210,3735,95.8,95.6,98.1,97,96.8,98.8,94.6,94.4,97.3,33.8,34.7,25.7,33.8,34.8,25.3,33.8,34.6,26
Assam,Bongaigaon,359,377,246,345,365,220,373,389,273,634,655,502,618,633,519,652,678,483,2906,3163,1290,2802,3081,1038,3017,3250,1556,4402,4750,2212,4170,4534,1876,4646,4978,2565,95.8,96,93.5,96.1,96.3,93.6,95.5,95.6,93.4,47.3,47.8,40.6,50.1,50.1,51.1,44.5,45.5,32.5
Assam,Cachar,3368,3780,1653,3521,3949,1766,3217,3614,1538,4453,4607,3813,4342,4539,3533,4563,4673,4097,9987,10046,9738,10280,10731,8432,9697,9375,11061,18766,19382,16198,19012,20040,14794,18524,18737,17620,91.6,91.4,92.7,91.6,91.6,91.8,91.7,91.3,93.5,27.7,27.7,27.9,23.3,24.4,17.4,32.1,31.1,36.7
Assam,Darrang,305,291,NA,299,271,NA,311,312,NA,455,457,NA,436,444,NA,474,471,NA,2054,2098,NA,1816,1837,NA,2307,2375,NA,3415,3451,NA,3120,3143,NA,3729,3779,NA,94.4,94.2,NA,95.5,95.4,NA,93.3,93.2,NA,54.3,54.6,NA,54.4,54.5,NA,54.1,54.7,NA
Assam,Dhemaji,614,627,472,600,607,525,629,648,414,1654,1661,1580,1595,1599,1553,1716,1725,1609,2704,2690,2865,2507,2496,2626,2910,2891,3120,5871,5857,6024,5459,5438,5685,6299,6292,6386,90.7,90.3,94.5,91.7,91.3,95.6,89.8,89.4,93.5,54.8,56,42.9,55.3,56.7,41.6,54.4,55.4,44.1
Assam,Dhubri,778,824,470,794,848,438,760,799,504,674,701,493,755,810,394,587,586,596,3079,3262,1881,2878,3016,1971,3292,3522,1787,5135,5344,3763,4964,5125,3898,5315,5575,3621,95.8,96.3,91.7,96,96.2,94.4,95.7,96.4,88.6,26.3,24.2,47.4,26.4,24.3,45.2,26.2,24.1,50
Assam,Dibrugarh,1445,1582,1012,1491,1628,1063,1397,1535,957,8548,8591,8415,7882,7971,7608,9246,9236,9277,5556,6544,2446,5296,6189,2520,5829,6912,2367,16237,17456,12396,15194,16372,11535,17328,18583,13317,83.3,83.3,83.3,84.3,83.8,86.5,82.4,82.9,80.3,48.3,51.8,33.2,47.6,51.2,32.1,49,52.3,34.3
Assam,Goalpara,1232,1298,499,992,1056,284,1489,1556,732,518,538,296,421,431,319,621,653,270,2968,3060,1940,2818,2912,1774,3128,3218,2120,5201,5375,3271,4666,4822,2945,5774,5966,3624,96.4,96.3,97.7,96.4,96.4,97.6,96.4,96.3,97.9,54.6,54.6,54.9,54.7,54.7,55.6,54.4,54.4,54.3
Assam,Golaghat,2118,2151,1881,2069,2083,1966,2168,2220,1790,9599,9974,6906,9146,9529,6456,10065,10431,7388,4563,4794,2911,4817,5083,2949,4301,4497,2870,16616,17274,11891,16351,17028,11583,16889,17527,12219,86.8,87.2,83,88.1,88.7,81.9,85.5,85.6,84.4,53.5,54.6,41.4,54.7,55.8,41.7,52.3,53.3,41
Assam,Hailakandi,3602,3966,NA,3768,4222,NA,3430,3701,NA,12433,13153,NA,12320,13004,NA,12549,13308,NA,2671,2345,NA,2479,2156,NA,2870,2542,NA,18922,19708,NA,18778,19610,NA,19071,19810,NA,91.5,91.3,NA,94.3,94.3,NA,88.5,88.2,NA,28.8,27.1,NA,26.7,24.9,NA,31,29.6,NA
Assam,Jorhat,1888,2014,1515,1796,1920,1429,1983,2109,1604,11031,11261,10346,10506,10952,9188,11569,11575,11551,3308,3504,2725,3001,3139,2596,3622,3875,2859,17243,17853,15425,16221,16968,14017,18289,18753,16890,86.3,84.7,92.2,87.7,86.8,90.8,85.1,82.7,93.4,36.3,42.1,18.1,37.3,44.2,13.9,35.4,40.1,21.6
Assam,Kamrup,629,789,487,609,739,489,652,843,484,529,645,425,473,560,393,590,739,459,2812,3358,2322,2605,3153,2105,3038,3587,2555,4576,5391,3845,4214,5006,3491,4972,5821,4225,94.5,96.5,91.9,94.9,96.7,92.4,94.1,96.3,91.5,44.1,57.2,26.8,44.3,58.1,25.4,43.9,56.3,28
Assam,Karbi Anglong,1684,1890,978,1772,2007,968,1592,1768,989,10274,9994,11232,9952,9605,11141,10608,10398,11326,3730,3901,3147,3604,3800,2934,3862,4006,3368,15862,15970,15494,15489,15584,15162,16250,16370,15837,91.7,90.4,96.3,94.4,93.5,97.4,89,87.3,95.2,33.3,30.3,43.2,33.4,31.3,40.3,33.3,29.3,46.2
Assam,Karimganj,3245,3368,NA,3301,3418,NA,3189,3320,NA,9790,9266,NA,9772,9237,NA,9809,9294,NA,5671,6001,NA,5518,5841,NA,5822,6160,NA,19004,18953,NA,18870,18792,NA,19137,19111,NA,86.8,86.3,NA,86.7,86,NA,87,86.5,NA,13.1,12.1,NA,14.1,13.4,NA,12,10.9,NA
Assam,Kokrajhar,397,388,NA,369,347,NA,425,431,NA,3225,3349,NA,3147,3245,NA,3307,3457,NA,748,644,NA,872,718,NA,618,566,NA,4766,4769,NA,4699,4617,NA,4837,4927,NA,96.5,96.3,NA,97.4,97.4,NA,95.6,95.2,NA,53.8,56.5,NA,54,57.3,NA,53.5,55.7,NA
Assam,Lakhimpur,663,677,NA,623,660,NA,705,696,NA,362,363,NA,357,341,NA,367,385,NA,2124,2241,NA,1869,1998,NA,2393,2499,NA,4453,4563,NA,4027,4167,NA,4903,4981,NA,95,95,NA,95.8,96,NA,94.4,94.2,NA,55.1,56.5,NA,62.1,63.5,NA,48.9,50.2,NA
Assam,Marigaon,719,724,632,712,706,834,727,743,419,78,75,143,77,70,199,79,79,84,2892,2752,5569,2760,2635,5125,3026,2872,6038,4799,4604,8527,4547,4364,7986,5055,4849,9099,94.7,94.5,96.9,95.3,95.1,97,94.2,94,96.8,61.2,64.2,30.9,60.1,63.2,28.7,62.2,65.1,32.9
Assam,Nagaon,2111,2285,1374,2156,2303,1551,2065,2266,1187,16841,16410,18669,16426,16144,17591,17258,16675,19801,2378,2835,439,2568,3096,383,2187,2575,498,22005,22185,21239,21756,22133,20201,22254,22237,22329,91.2,91.5,90.1,91.8,92,91.1,90.7,91,89.2,22.6,21.6,27.1,24.3,23.4,28.6,20.8,19.7,25.7
Assam,Nalbari,660,656,NA,696,678,NA,626,636,NA,664,678,NA,686,699,NA,642,658,NA,2528,2511,NA,2229,2229,NA,2815,2782,NA,4876,4868,NA,4483,4470,NA,5252,5250,NA,96.5,96.6,NA,96.7,96.8,NA,96.4,96.4,NA,62.6,62.8,NA,64.1,64.2,NA,61.4,61.7,NA
Assam,North Cachar Hills,2313,2038,2560,2479,2183,2752,2134,1879,2358,4168,4593,3785,4297,4809,3826,4030,4356,3743,3217,2544,3822,3149,2626,3630,3289,2454,4023,9883,9281,10424,10114,9748,10451,9634,8767,10396,86.4,75.4,95.2,84.7,73,94.7,88.4,78.4,95.7,64.8,57.9,69.3,64,60,66.6,65.7,55.5,72
Assam,Sibsagar,1836,1898,1115,1974,2028,1348,1692,1762,866,7412,7400,7555,7249,7275,6958,7582,7531,8194,2808,2808,2816,2375,2287,3398,3262,3353,2193,12321,12381,11625,11824,11825,11812,12843,12963,11425,88.1,87.9,91.4,87,86.6,91.8,89.2,89.1,90.9,39.7,38.7,52.2,42.1,41.4,49.3,37.5,36.1,55.6
Assam,Sonitpur,759,774,636,754,767,652,765,783,620,445,467,269,428,458,191,463,476,352,1269,1257,1371,1176,1186,1097,1364,1328,1659,2806,2840,2537,2665,2715,2273,2949,2965,2815,93.7,93.7,93.6,94.4,94.4,94.4,93.1,93.2,92.9,39,39.3,36.4,39.5,39.6,38.5,38.6,39.1,34.6
Assam,Tinsukia,1799,2087,622,1598,1864,534,2009,2317,718,9760,9984,8845,9194,9343,8595,10352,10647,9117,3372,3900,1209,2415,2730,1153,4371,5111,1270,15234,16285,10932,13504,14243,10545,17042,18398,11352,73.5,71.3,86.6,71.7,68.3,90.5,74.9,73.7,82.7,31.3,31.2,31.6,31.2,31.3,30.6,31.4,31.2,32.7
Bihar,Araria,3134,3360,NA,3080,3305,NA,3190,3418,NA,4584,4899,NA,4633,4956,NA,4533,4839,NA,13187,13685,NA,11866,12288,NA,14569,15144,NA,21514,22599,NA,20048,21055,NA,23050,24214,NA,99.4,99.4,NA,99.4,99.4,NA,99.3,99.3,NA,2.6,2.5,NA,2.5,2.5,NA,2.6,2.5,NA
Bihar,Aurangabad,535,561,315,565,596,306,506,526,325,1469,1462,1529,1714,1741,1485,1230,1192,1577,3786,3779,3846,3607,3573,3886,3961,3978,3803,10004,10088,9266,9681,9758,9039,10318,10407,9508,96.2,96.3,95.9,96.6,96.6,97.1,95.9,96,94.6,3.9,3.9,4.3,3.4,3.4,4,4.4,4.4,4.6
Bihar,Banka,412,423,NA,391,405,NA,433,440,NA,2798,2878,NA,2919,3013,NA,2681,2747,NA,6162,5967,NA,5826,5639,NA,6487,6283,NA,11671,11649,NA,11249,11255,NA,12081,12030,NA,92,92.5,NA,92.4,93,NA,91.5,92.1,NA,3.6,3.6,NA,3.7,3.7,NA,3.6,3.5,NA
Bihar,Begusarai,890,936,NA,924,962,NA,857,911,NA,4709,4840,NA,4509,4537,NA,4905,5135,NA,7463,7758,NA,7482,7804,NA,7445,7714,NA,16902,17413,NA,16530,16927,NA,17266,17883,NA,97,97.1,NA,97.2,97.2,NA,96.8,96.9,NA,7.2,7.2,NA,7.5,7.4,NA,6.8,7,NA
Bihar,Bhagalpur,316,334,242,322,319,336,309,350,136,3099,2016,7445,3255,2054,7896,2932,1976,6933,4850,5296,3061,4494,5074,2256,5228,5528,3973,13402,13193,14242,12843,12576,13872,13997,13838,14661,92.9,94.5,87,93,95.3,84.9,92.9,93.8,89.4,4.9,5.1,4.3,5,5.4,3.3,4.9,4.7,5.4
Bihar,Bhojpur,255,272,161,246,259,180,264,285,140,877,773,1454,1020,947,1396,733,600,1519,2619,2688,2238,2495,2563,2139,2745,2812,2350,5550,5514,5748,5453,5431,5571,5649,5598,5950,98.3,98.2,98.9,98.7,98.7,98.8,98,97.8,98.9,5.2,5.4,4.2,5.2,5.5,3.7,5.2,5.3,4.8
Bihar,Buxar,237,214,470,207,185,411,268,243,533,1743,1699,2177,1850,1850,1850,1636,1548,2531,4189,3712,8867,4173,3639,9204,4206,3784,8502,8583,8166,12665,8547,8140,12388,8619,8193,12963,95.6,95.9,93.9,95.1,95.8,91,96.1,96,96.9,6,6,5.9,6,5.9,6.6,5.9,6,5.3
Bihar,Darbhanga,2514,2606,1205,2643,2744,1314,2382,2467,1077,8593,8276,13076,9020,8752,12549,8158,7795,13692,9371,9595,6201,8942,9166,5979,9808,10028,6462,21500,21124,26825,21620,21261,26347,21379,20985,27385,95.5,95.1,100,95.9,95.5,100,95,94.6,100,1.4,1.5,0.1,1.3,1.4,0,1.4,1.6,0.3
Bihar,Gaya,554,618,340,565,612,420,543,624,257,1885,2021,1437,1903,2118,1235,1868,1932,1648,4280,5033,1797,4411,5250,1804,4155,4831,1790,11820,13045,7781,11586,12893,7525,12043,13185,8047,96.7,96.9,95.4,97,97.1,96.2,96.4,96.7,94.6,2.9,2.1,7.6,3.1,2,8.9,2.8,2.2,6.4
Bihar,Gopalganj,2025,2152,379,2031,2166,315,2019,2138,450,4578,4553,4904,4305,4254,4955,4870,4872,4848,4851,4905,4146,4542,4588,3964,5180,5243,4348,11960,12147,9548,11291,11446,9324,12675,12893,9795,99.1,99.1,99.5,99.2,99.2,99.5,99,99,99.5,3.3,3.4,1.5,3.5,3.6,1,3.1,3.2,2.1
Bihar,Jamui,390,370,NA,388,374,NA,392,365,NA,945,951,NA,1042,1045,NA,851,860,NA,5288,5137,NA,4869,4727,NA,5695,5532,NA,9069,8919,NA,8720,8620,NA,9408,9208,NA,93.9,93.4,NA,94.2,93.7,NA,93.7,93.1,NA,2.8,2.9,NA,2.6,2.7,NA,3,3.2,NA
Bihar,Jehanabad,263,281,105,264,280,120,262,282,90,4859,4779,5560,4478,4409,5088,5240,5149,6028,1085,1019,1664,992,909,1716,1179,1129,1611,8377,8297,9075,7805,7737,8401,8948,8857,9743,99.2,99.1,99.7,99.3,99.2,100,99.1,99,99.4,3.5,3.7,2.5,3.6,3.7,2.9,3.5,3.7,2.2
Bihar,Kaimur (Bhabua),390,403,NA,402,414,NA,379,392,NA,2161,2223,NA,2261,2328,NA,2056,2115,NA,4880,4737,NA,4830,4685,NA,4931,4790,NA,10343,10372,NA,11397,11468,NA,9245,9234,NA,96.8,96.8,NA,97.3,97.3,NA,96.1,96.1,NA,18.1,18.2,NA,27.1,27.7,NA,6.4,5.9,NA
Bihar,Katihar,2176,2289,719,2156,2270,790,2194,2308,640,4880,4931,4229,4763,4844,3791,4995,5015,4712,10357,10357,10365,9935,9947,9795,10768,10752,10995,18225,18413,15810,17653,17882,14903,18782,18925,16812,96.7,96.8,96.2,96.8,96.9,95.8,96.7,96.7,96.5,4.7,4.2,12.4,4.7,4.2,12.2,4.8,4.3,12.5
Bihar,Khagaria,2464,2620,138,2417,2573,169,2516,2673,101,2051,1916,4057,2147,2005,4186,1943,1816,3903,3885,3955,2835,3725,3796,2706,4065,4135,2990,8989,9081,7630,8875,8963,7611,9118,9213,7653,98.4,98.3,99.7,98.4,98.3,99.4,98.4,98.3,100,12.4,13,0.9,16,16.8,1.7,8.4,8.8,0
Bihar,Kishanganj,3899,4350,617,3751,4201,616,4036,4488,617,5352,5453,4625,4827,4907,4271,5841,5955,4978,16517,16456,16957,15000,14960,15280,17928,17835,18634,25957,26471,22220,23776,24288,20211,27985,28481,24229,99.4,99.4,99.7,99.3,99.3,99.6,99.5,99.4,99.8,1.1,1.1,1.5,1.2,1.2,1.3,1,1,1.6
Bihar,Lakhisarai,388,413,232,365,413,71,412,412,406,3461,3584,2670,3795,3975,2680,3125,3194,2659,5171,5039,6015,4998,4849,5917,5344,5228,6121,13938,13296,18059,13910,13342,17415,13965,13250,18752,95.1,94.1,99.6,95,94.1,99.6,95.1,94.1,99.6,3.3,3.5,2.2,3,3.3,1.8,3.6,3.8,2.7
Bihar,Madhepura,1849,1870,NA,1894,1932,NA,1801,1804,NA,2416,2474,NA,2358,2429,NA,2479,2523,NA,7974,7938,NA,7756,7744,NA,8209,8146,NA,12428,12477,NA,12155,12258,NA,12721,12712,NA,99,99.1,NA,99.2,99.2,NA,98.9,99,NA,2.3,2.3,NA,2.2,2.2,NA,2.4,2.5,NA
Bihar,Madhubani,2280,2317,NA,2280,2311,NA,2280,2322,NA,6771,6830,NA,6821,6904,NA,6719,6756,NA,6139,6111,NA,5965,5934,NA,6317,6290,NA,16103,16189,NA,15820,15919,NA,16392,16464,NA,94.6,94.5,NA,94.8,94.7,NA,94.4,94.3,NA,11.8,11.9,NA,11.5,11.5,NA,12,12.2,NA
Bihar,Munger,172,197,117,200,228,140,143,165,91,1011,1156,689,970,1128,631,1055,1184,754,3862,3904,3770,3630,3649,3587,4105,4162,3972,8948,9713,7239,8521,9331,6789,9394,10100,7740,90.2,88.8,94.4,90.2,89,93.8,90.1,88.5,95,4.4,4.6,4.1,4,4.1,3.7,4.9,5,4.6
Bihar,Muzaffarpur,2698,2814,1429,2732,2859,1375,2662,2767,1489,5166,5082,6077,5145,5077,5866,5188,5088,6314,6842,7220,2712,6759,7200,2062,6931,7241,3439,15290,15743,10339,15189,15733,9395,15398,15754,11396,99.4,99.4,99.5,99.4,99.4,99.5,99.4,99.4,99.5,5.7,5.9,3.3,6.1,6.3,2.5,5.4,5.5,4.1
Bihar,Nalanda,783,844,468,755,823,412,810,863,526,6419,5809,9584,6577,6043,9240,6269,5589,9936,2431,2257,3338,2372,2186,3298,2488,2323,3378,15026,14740,16508,14547,14300,15779,15484,15156,17251,98.5,98.4,99.1,98.6,98.4,99.5,98.3,98.3,98.6,3.5,4,1.2,3.6,4.1,1.5,3.4,4,0.9
Bihar,Nawada,671,663,741,634,643,555,704,681,932,2431,2478,1992,2632,2766,1462,2247,2218,2536,2729,2802,2043,2392,2492,1513,3037,3082,2588,11525,11682,10064,10619,10951,7716,12352,12340,12474,96.5,96.3,98.7,96.2,96,99.3,96.8,96.6,98.3,2.4,2.5,1.8,2,2,2,2.8,2.9,1.7
Bihar,Pashchim Champaran,3384,3563,1304,3315,3492,1289,3462,3644,1322,7293,7465,5297,7008,7163,5231,7616,7806,5374,12656,13044,8150,11991,12350,7885,13408,13828,8458,23435,24159,15037,22393,23064,14708,24615,25395,15419,99.8,99.8,100,99.8,99.8,100,99.8,99.8,100,6.2,6.4,2.7,5.4,5.6,1.5,7,7.1,4
Bihar,Patna,202,153,256,208,174,243,196,131,271,4442,6260,2437,4343,6029,2585,4548,6497,2266,1979,1548,2455,1838,1495,2195,2133,1602,2755,8048,8870,7141,7668,8541,6758,8460,9209,7584,98.7,98.5,99,98.7,98.5,99,98.8,98.6,99.1,2.9,1.6,4.7,2.8,1.6,4.4,3,1.7,4.9
Bihar,Purba Champaran,4435,4708,NA,4250,4505,NA,4644,4936,NA,6517,7009,NA,6517,7070,NA,6517,6940,NA,12495,12847,NA,12217,12533,NA,12807,13198,NA,23745,24849,NA,23182,24303,NA,24378,25459,NA,99.5,99.6,NA,99.6,99.7,NA,99.4,99.5,NA,9,9.4,NA,8.8,9.1,NA,9.3,9.7,NA
Bihar,Purnia,4736,5520,NA,4688,5464,NA,4785,5578,NA,12735,13899,NA,12065,13169,NA,13434,14652,NA,8134,8796,NA,7231,7987,NA,9076,9629,NA,25696,28310,NA,24070,26715,NA,27389,29954,NA,99.6,99.7,NA,99.6,99.6,NA,99.7,99.7,NA,2.8,2,NA,2.6,1.9,NA,3,2.1,NA
Bihar,Rohtas,307,293,407,303,281,452,312,305,358,4270,3639,8698,4105,3353,9189,4434,3919,8179,4802,5012,3325,4589,4854,2799,5012,5167,3881,12911,12729,14186,12298,11989,14391,13517,13455,13970,96.2,96.5,94.6,96.1,96.5,93.7,96.3,96.4,95.5,6.8,7,5.6,6.6,6.7,6.1,7,7.3,5.1
Bihar,Saharsa,3430,3667,1975,3384,3594,2119,3480,3746,1815,2303,2284,2414,2528,2462,2925,2061,2095,1848,10020,10884,4718,9565,10390,4597,10506,11410,4851,15897,16981,9248,15636,16606,9791,16177,17380,8647,99,99.2,96.6,99,99.1,97.9,98.9,99.3,95,2.5,2.3,5.6,2.5,2.2,5.3,2.6,2.4,6
Bihar,Samastipur,2500,2613,NA,2651,2782,NA,2336,2430,NA,4381,4347,NA,4328,4331,NA,4438,4363,NA,5445,5349,NA,5346,5240,NA,5552,5466,NA,12795,12797,NA,12559,12591,NA,13049,13018,NA,99.6,99.6,NA,99.6,99.7,NA,99.5,99.5,NA,3.5,3.5,NA,3.4,3.4,NA,3.6,3.6,NA
Bihar,Saran,1519,1690,343,1514,1688,337,1524,1691,350,2520,2524,2488,2583,2606,2424,2456,2442,2553,4943,5461,1390,4844,5372,1279,5043,5549,1504,9407,10107,4598,9310,10051,4310,9505,10164,4897,99.5,99.7,97,99.5,99.7,96.9,99.4,99.6,97.1,9.5,9.9,2.7,13.3,14,3.2,5.6,5.9,2.2
Bihar,Sheikhpura,428,362,798,400,376,529,454,350,1086,5280,4923,7292,5615,5402,6735,4963,4481,7889,2569,2176,4780,2450,2124,4156,2681,2224,5448,13408,12605,17929,13118,12608,15784,13682,12603,20224,97.3,97,98.7,97.6,97.3,99,97,96.6,98.5,4.5,3.9,6.6,4.5,3.8,7,4.5,4,6.2
Bihar,Sheohar,3915,4001,NA,3912,3980,NA,3918,4024,NA,9026,9303,NA,9140,9455,NA,8901,9137,NA,16778,14673,NA,16458,14118,NA,17129,15280,NA,30266,28540,NA,29961,28026,NA,30599,29101,NA,99.7,99.7,NA,99.7,99.7,NA,99.6,99.6,NA,3.8,2.9,NA,4.2,2.9,NA,3.2,2.8,NA
Bihar,Sitamarhi,4792,5183,NA,4659,5038,NA,4938,5342,NA,11903,12767,NA,12558,13483,NA,11191,11989,NA,8988,9407,NA,8459,8911,NA,9563,9946,NA,26019,27693,NA,25971,27733,NA,26072,27648,NA,99.7,99.8,NA,99.8,99.8,NA,99.7,99.7,NA,2.6,2.6,NA,2.4,2.4,NA,2.7,2.7,NA
Bihar,Siwan,1347,1438,650,1383,1495,537,1310,1378,773,1647,1599,2012,1562,1510,1956,1736,1693,2073,2919,2564,5648,2952,2593,5660,2884,2534,5635,6283,6013,8364,6258,5998,8222,6310,6029,8519,99.6,99.5,99.8,99.5,99.5,99.6,99.6,99.5,100,17.9,20.6,3.4,14.3,16.3,3.4,21.7,25,3.3
Bihar,Supaul,2126,2191,NA,2272,2360,NA,1973,2015,NA,3365,3455,NA,3243,3328,NA,3494,3588,NA,6398,6668,NA,5830,6125,NA,6996,7233,NA,12591,13048,NA,11943,12451,NA,13274,13670,NA,97.8,97.8,NA,97.6,97.7,NA,97.9,97.9,NA,7,6.3,NA,6.8,6.2,NA,7.2,6.5,NA
Bihar,Vaishali,1519,1542,1138,1526,1556,1039,1511,1526,1249,5984,6219,2068,5949,6229,1429,6021,6208,2792,8236,8568,2689,7645,7978,2273,8861,9191,3159,15848,16445,5895,15222,15871,4740,16512,17050,7201,99.4,99.4,100,99.6,99.6,100,99.2,99.1,100,5.3,4.8,30.4,6.2,5.5,41.1,4.4,4,22.4
Chhattisgarh,Bastar,1042.71,1109.47,328.48,1055.05,1131.28,251.96,1030.21,1087.45,408.16,880.04,890.21,771.21,857.57,880.51,615.9,902.78,900,932.94,1902.82,1900.46,1928.02,1736.83,1747.56,1623.74,2070.85,2054.83,2244.9,4654.55,4710.5,4055.98,4391.67,4473.7,3527.44,4920.66,4949.57,4606.41,99.7,99.84,97.89,99.7,99.86,97.62,99.69,99.83,98.1,68.98,69.56,61.51,70.45,70.9,64.23,67.64,68.34,59.35
