State,LandCategory,Region,Region or State,Year,Acre Value
Illinois,Pasture,Corn Belt,State,2003,1060
Indiana,Pasture,Corn Belt,State,2003,1660
Iowa,Pasture,Corn Belt,State,2003,800
Missouri,Pasture,Corn Belt,State,2003,1050
Ohio,Pasture,Corn Belt,State,2003,1950
Northern Plains,Pasture,Northern Plains,Region,2003,258
Kansas,Pasture,Northern Plains,State,2003,410
Nebraska,Pasture,Northern Plains,State,2003,255
North Dakota,Pasture,Northern Plains,State,2003,170
South Dakota,Pasture,Northern Plains,State,2003,220
Appalachian,Pasture,Appalachian,Region,2003,2000
Kentucky,Pasture,Appalachian,State,2003,1460
North Carolina,Pasture,Appalachian,State,2003,3010
Tennessee,Pasture,Appalachian,State,2003,2350
Virginia,Pasture,Appalachian,State,2003,2250
West Virginia,Pasture,Appalachian,State,2003,1200
Southeast,Pasture,Southeast,Region,2003,2010
Alabama,Pasture,Southeast,State,2003,1350
Florida,Pasture,Southeast,State,2003,2100
Georgia,Pasture,Southeast,State,2003,2750
South Carolina,Pasture,Southeast,State,2003,1900
Delta,Pasture,Delta States,Region,2003,1230
Arkansas,Pasture,Delta States,State,2003,1210
Louisiana,Pasture,Delta States,State,2003,1310
Mississippi,Pasture,Delta States,State,2003,1200
Southern Plains,Pasture,Southern Plains,Region,2003,590
Oklahoma,Pasture,Southern Plains,State,2003,450
Texas,Pasture,Southern Plains,State,2003,620
Mountain,Pasture,Mountain,Region,2003,285
Arizona,Pasture,Mountain,State,2003,470
Colorado,Pasture,Mountain,State,2003,430
Idaho,Pasture,Mountain,State,2003,700
Montana,Pasture,Mountain,State,2003,270
Nevada,Pasture,Mountain,State,2003,255
New Mexico,Pasture,Mountain,State,2003,160
Utah,Pasture,Mountain,State,2003,500
Wyoming,Pasture,Mountain,State,2003,220
Pacific,Pasture,Pacific,Region,2003,952
California,Pasture,Pacific,State,2003,1500
Oregon,Pasture,Pacific,State,2003,450
Washington,Pasture,Pacific,State,2003,520
United States,Pasture,Continental U.S.,Region,2003,605
Northeast,Pasture,Northeast,Region,2004,2470
Maryland,Pasture,Northeast,State,2004,5500
New Jersey,Pasture,Northeast,State,2004,10600
New York,Pasture,Northeast,State,2004,775
Pennsylvania,Pasture,Northeast,State,2004,2000
Other States,Pasture,Northeast,State,2004,4140
Lake,Pasture,Lake States,Region,2004,1050
Michigan,Pasture,Lake States,State,2004,1800
Minnesota,Pasture,Lake States,State,2004,700
Wisconsin,Pasture,Lake States,State,2004,1200
Corn Belt,Pasture,Corn Belt,Region,2004,1200
Illinois,Pasture,Corn Belt,State,2004,1110
Indiana,Pasture,Corn Belt,State,2004,1780
Iowa,Pasture,Corn Belt,State,2004,880
Missouri,Pasture,Corn Belt,State,2004,1130
Ohio,Pasture,Corn Belt,State,2004,2100
Northern Plains,Pasture,Northern Plains,Region,2004,279
Kansas,Pasture,Northern Plains,State,2004,430
Nebraska,Pasture,Northern Plains,State,2004,275
North Dakota,Pasture,Northern Plains,State,2004,185
South Dakota,Pasture,Northern Plains,State,2004,240
Appalachian,Pasture,Appalachian,Region,2004,2200
Kentucky,Pasture,Appalachian,State,2004,1530
North Carolina,Pasture,Appalachian,State,2004,3200
Tennessee,Pasture,Appalachian,State,2004,2450
Virginia,Pasture,Appalachian,State,2004,2800
West Virginia,Pasture,Appalachian,State,2004,1280
Southeast,Pasture,Southeast,Region,2004,2150
Alabama,Pasture,Southeast,State,2004,1420
Florida,Pasture,Southeast,State,2004,2250
Georgia,Pasture,Southeast,State,2004,2950
South Carolina,Pasture,Southeast,State,2004,2000
Delta,Pasture,Delta States,Region,2004,1300
Arkansas,Pasture,Delta States,State,2004,1300
Louisiana,Pasture,Delta States,State,2004,1350
Mississippi,Pasture,Delta States,State,2004,1270
Southern Plains,Pasture,Southern Plains,Region,2004,624
Oklahoma,Pasture,Southern Plains,State,2004,475
Texas,Pasture,Southern Plains,State,2004,655
Mountain,Pasture,Mountain,Region,2004,302
Arizona,Pasture,Mountain,State,2004,500
Colorado,Pasture,Mountain,State,2004,470
Idaho,Pasture,Mountain,State,2004,725
Montana,Pasture,Mountain,State,2004,285
Nevada,Pasture,Mountain,State,2004,260
New Mexico,Pasture,Mountain,State,2004,170
Utah,Pasture,Mountain,State,2004,520
Wyoming,Pasture,Mountain,State,2004,235
Pacific,Pasture,Pacific,Region,2004,1020
California,Pasture,Pacific,State,2004,1600
Oregon,Pasture,Pacific,State,2004,470
Washington,Pasture,Pacific,State,2004,540
United States,Pasture,Continental U.S.,Region,2004,634
Northeast,Pasture,Northeast,Region,2005,2770
Maryland,Pasture,Northeast,State,2005,7000
New Jersey,Pasture,Northeast,State,2005,13500
New York,Pasture,Northeast,State,2005,820
Pennsylvania,Pasture,Northeast,State,2005,2070
Other States,Pasture,Northeast,State,2005,4740
Lake,Pasture,Lake States,Region,2005,1240
Michigan,Pasture,Lake States,State,2005,1900
Minnesota,Pasture,Lake States,State,2005,920
Wisconsin,Pasture,Lake States,State,2005,1450
Corn Belt,Pasture,Corn Belt,Region,2005,1410
Illinois,Pasture,Corn Belt,State,2005,1660
Indiana,Pasture,Corn Belt,State,2005,1890
Iowa,Pasture,Corn Belt,State,2005,1070
Missouri,Pasture,Corn Belt,State,2005,1310
Ohio,Pasture,Corn Belt,State,2005,2210
Northern Plains,Pasture,Northern Plains,Region,2005,333
Kansas,Pasture,Northern Plains,State,2005,500
Nebraska,Pasture,Northern Plains,State,2005,310
North Dakota,Pasture,Northern Plains,State,2005,220
South Dakota,Pasture,Northern Plains,State,2005,300
Appalachian,Pasture,Appalachian,Region,2005,2810
Kentucky,Pasture,Appalachian,State,2005,1940
North Carolina,Pasture,Appalachian,State,2005,3880
Tennessee,Pasture,Appalachian,State,2005,3150
Virginia,Pasture,Appalachian,State,2005,3600
West Virginia,Pasture,Appalachian,State,2005,1600
Southeast,Pasture,Southeast,Region,2005,3870
Alabama,Pasture,Southeast,State,2005,1650
Florida,Pasture,Southeast,State,2005,4570
Georgia,Pasture,Southeast,State,2005,5500
South Carolina,Pasture,Southeast,State,2005,2270
Delta,Pasture,Delta States,Region,2005,1580
Arkansas,Pasture,Delta States,State,2005,1570
Louisiana,Pasture,Delta States,State,2005,1600
Mississippi,Pasture,Delta States,State,2005,1570
Southern Plains,Pasture,Southern Plains,Region,2005,807
Oklahoma,Pasture,Southern Plains,State,2005,640
Texas,Pasture,Southern Plains,State,2005,840
Mountain,Pasture,Mountain,Region,2005,372
Arizona,Pasture,Mountain,State,2005,650
Colorado,Pasture,Mountain,State,2005,590
Idaho,Pasture,Mountain,State,2005,900
Montana,Pasture,Mountain,State,2005,340
Nevada,Pasture,Mountain,State,2005,330
New Mexico,Pasture,Mountain,State,2005,230
Utah,Pasture,Mountain,State,2005,820
Wyoming,Pasture,Mountain,State,2005,260
Pacific,Pasture,Pacific,Region,2005,1210
California,Pasture,Pacific,State,2005,1900
Oregon,Pasture,Pacific,State,2005,520
Washington,Pasture,Pacific,State,2005,580
United States,Pasture,Continental U.S.,Region,2005,740
Northeast,Pasture,Northeast,Region,2006,3060
Maryland,Pasture,Northeast,State,2006,7700
New Jersey,Pasture,Northeast,State,2006,15500
New York,Pasture,Northeast,State,2006,880
Pennsylvania,Pasture,Northeast,State,2006,2270
Other States,Pasture,Northeast,State,2006,5290
Lake,Pasture,Lake States,Region,2006,1470
Michigan,Pasture,Lake States,State,2006,2070
Minnesota,Pasture,Lake States,State,2006,1120
Wisconsin,Pasture,Lake States,State,2006,1740
Corn Belt,Pasture,Corn Belt,Region,2006,1630
Illinois,Pasture,Corn Belt,State,2006,1940
Indiana,Pasture,Corn Belt,State,2006,2000
Iowa,Pasture,Corn Belt,State,2006,1400
Missouri,Pasture,Corn Belt,State,2006,1500
Ohio,Pasture,Corn Belt,State,2006,2360
Northern Plains,Pasture,Northern Plains,Region,2006,390
Kansas,Pasture,Northern Plains,State,2006,590
Nebraska,Pasture,Northern Plains,State,2006,350
North Dakota,Pasture,Northern Plains,State,2006,260
South Dakota,Pasture,Northern Plains,State,2006,360
Appalachian,Pasture,Appalachian,Region,2006,3210
Kentucky,Pasture,Appalachian,State,2006,2230
North Carolina,Pasture,Appalachian,State,2006,4400
Tennessee,Pasture,Appalachian,State,2006,3400
Virginia,Pasture,Appalachian,State,2006,4440
West Virginia,Pasture,Appalachian,State,2006,1800
Southeast,Pasture,Southeast,Region,2006,4300
Alabama,Pasture,Southeast,State,2006,1650
Florida,Pasture,Southeast,State,2006,4810
Georgia,Pasture,Southeast,State,2006,7100
South Carolina,Pasture,Southeast,State,2006,2500
Delta,Pasture,Delta States,Region,2006,1740
Arkansas,Pasture,Delta States,State,2006,1740
Louisiana,Pasture,Delta States,State,2006,1690
Mississippi,Pasture,Delta States,State,2006,1780
Southern Plains,Pasture,Southern Plains,Region,2006,986
Oklahoma,Pasture,Southern Plains,State,2006,760
Texas,Pasture,Southern Plains,State,2006,1030
Mountain,Pasture,Mountain,Region,2006,522
Arizona,Pasture,Mountain,State,2006,750
Colorado,Pasture,Mountain,State,2006,740
Idaho,Pasture,Mountain,State,2006,1450
Montana,Pasture,Mountain,State,2006,630
Nevada,Pasture,Mountain,State,2006,570
New Mexico,Pasture,Mountain,State,2006,250
Utah,Pasture,Mountain,State,2006,900
Wyoming,Pasture,Mountain,State,2006,320
Pacific,Pasture,Pacific,Region,2006,1350
California,Pasture,Pacific,State,2006,2150
Oregon,Pasture,Pacific,State,2006,560
Washington,Pasture,Pacific,State,2006,600
United States,Pasture,Continental U.S.,Region,2006,960
Northeast,Pasture,Northeast,Region,2007,3420
Maryland,Pasture,Northeast,State,2007,NA
New Jersey,Pasture,Northeast,State,2007,16800
New York,Pasture,Northeast,State,2007,980
Pennsylvania,Pasture,Northeast,State,2007,2900
Other States,Pasture,Northeast,State,2007,6360
Lake,Pasture,Lake States,Region,2007,1720
Michigan,Pasture,Lake States,State,2007,2450
Minnesota,Pasture,Lake States,State,2007,1330
Wisconsin,Pasture,Lake States,State,2007,2000
Corn Belt,Pasture,Corn Belt,Region,2007,1910
Illinois,Pasture,Corn Belt,State,2007,2350
Indiana,Pasture,Corn Belt,State,2007,2230
Iowa,Pasture,Corn Belt,State,2007,1780
Missouri,Pasture,Corn Belt,State,2007,1730
Ohio,Pasture,Corn Belt,State,2007,2720
Northern Plains,Pasture,Northern Plains,Region,2007,440
Kansas,Pasture,Northern Plains,State,2007,660
Nebraska,Pasture,Northern Plains,State,2007,400
North Dakota,Pasture,Northern Plains,State,2007,300
South Dakota,Pasture,Northern Plains,State,2007,400
Appalachian,Pasture,Appalachian,Region,2007,3500
Kentucky,Pasture,Appalachian,State,2007,2500
North Carolina,Pasture,Appalachian,State,2007,4800
Tennessee,Pasture,Appalachian,State,2007,3680
Virginia,Pasture,Appalachian,State,2007,4800
West Virginia,Pasture,Appalachian,State,2007,1900
Southeast,Pasture,Southeast,Region,2007,4770
Alabama,Pasture,Southeast,State,2007,1750
Florida,Pasture,Southeast,State,2007,5360
Georgia,Pasture,Southeast,State,2007,7850
South Carolina,Pasture,Southeast,State,2007,2920
Delta,Pasture,Delta States,Region,2007,2060
Arkansas,Pasture,Delta States,State,2007,2080
Louisiana,Pasture,Delta States,State,2007,1980
Mississippi,Pasture,Delta States,State,2007,2110
Southern Plains,Pasture,Southern Plains,Region,2007,1170
Oklahoma,Pasture,Southern Plains,State,2007,900
Texas,Pasture,Southern Plains,State,2007,1220
Mountain,Pasture,Mountain,Region,2007,590
Arizona,Pasture,Mountain,State,2007,900
Colorado,Pasture,Mountain,State,2007,730
Idaho,Pasture,Mountain,State,2007,1620
Montana,Pasture,Mountain,State,2007,740
Nevada,Pasture,Mountain,State,2007,640
New Mexico,Pasture,Mountain,State,2007,280
Utah,Pasture,Mountain,State,2007,900
Wyoming,Pasture,Mountain,State,2007,410
Pacific,Pasture,Pacific,Region,2007,1720
California,Pasture,Pacific,State,2007,2800
Oregon,Pasture,Pacific,State,2007,660
Washington,Pasture,Pacific,State,2007,680
United States,Pasture,Continental U.S.,Region,2007,1030
Northeast,Pasture,Northeast,Region,2008,3480
Maryland,Pasture,Northeast,State,2008,NA
New Jersey,Pasture,Northeast,State,2008,16500
New York,Pasture,Northeast,State,2008,1100
Pennsylvania,Pasture,Northeast,State,2008,3100
Other States,Pasture,Northeast,State,2008,6370
Lake,Pasture,Lake States,Region,2008,1840
Michigan,Pasture,Lake States,State,2008,2630
Minnesota,Pasture,Lake States,State,2008,1480
Wisconsin,Pasture,Lake States,State,2008,2130
Corn Belt,Pasture,Corn Belt,Region,2008,2090
Illinois,Pasture,Corn Belt,State,2008,2550
Indiana,Pasture,Corn Belt,State,2008,2510
Iowa,Pasture,Corn Belt,State,2008,2070
Missouri,Pasture,Corn Belt,State,2008,1800
Ohio,Pasture,Corn Belt,State,2008,3200
Northern Plains,Pasture,Northern Plains,Region,2008,516
Kansas,Pasture,Northern Plains,State,2008,750
Nebraska,Pasture,Northern Plains,State,2008,480
North Dakota,Pasture,Northern Plains,State,2008,350
South Dakota,Pasture,Northern Plains,State,2008,470
Appalachian,Pasture,Appalachian,Region,2008,3620
Kentucky,Pasture,Appalachian,State,2008,2570
North Carolina,Pasture,Appalachian,State,2008,4870
Tennessee,Pasture,Appalachian,State,2008,3880
Virginia,Pasture,Appalachian,State,2008,4830
West Virginia,Pasture,Appalachian,State,2008,1950
Southeast,Pasture,Southeast,Region,2008,5040
Alabama,Pasture,Southeast,State,2008,1800
Florida,Pasture,Southeast,State,2008,5930
Georgia,Pasture,Southeast,State,2008,7450
South Carolina,Pasture,Southeast,State,2008,3000
Delta,Pasture,Delta States,Region,2008,2160
Arkansas,Pasture,Delta States,State,2008,2200
Louisiana,Pasture,Delta States,State,2008,2060
Mississippi,Pasture,Delta States,State,2008,2200
Southern Plains,Pasture,Southern Plains,Region,2008,1340
Oklahoma,Pasture,Southern Plains,State,2008,1000
Texas,Pasture,Southern Plains,State,2008,1400
Mountain,Pasture,Mountain,Region,2008,617
Arizona,Pasture,Mountain,State,2008,950
Colorado,Pasture,Mountain,State,2008,710
Idaho,Pasture,Mountain,State,2008,1610
Montana,Pasture,Mountain,State,2008,760
Nevada,Pasture,Mountain,State,2008,650
New Mexico,Pasture,Mountain,State,2008,310
Utah,Pasture,Mountain,State,2008,940
Wyoming,Pasture,Mountain,State,2008,480
Pacific,Pasture,Pacific,Region,2008,1900
California,Pasture,Pacific,State,2008,3020
Oregon,Pasture,Pacific,State,2008,740
Washington,Pasture,Pacific,State,2008,770
United States,Pasture,Continental U.S.,Region,2008,1090
Northeast,Pasture,Northeast,Region,2009,3270
Maryland,Pasture,Northeast,State,2009,NA
New Jersey,Pasture,Northeast,State,2009,14900
New York,Pasture,Northeast,State,2009,1050
Pennsylvania,Pasture,Northeast,State,2009,2600
Other States,Pasture,Northeast,State,2009,6060
Lake,Pasture,Lake States,Region,2009,1790
Michigan,Pasture,Lake States,State,2009,2550
Minnesota,Pasture,Lake States,State,2009,1400
Wisconsin,Pasture,Lake States,State,2009,2050
Corn Belt,Pasture,Corn Belt,Region,2009,1950
Illinois,Pasture,Corn Belt,State,2009,2400
Indiana,Pasture,Corn Belt,State,2009,2430
Iowa,Pasture,Corn Belt,State,2009,1880
Missouri,Pasture,Corn Belt,State,2009,1700
Ohio,Pasture,Corn Belt,State,2009,3050
Northern Plains,Pasture,Northern Plains,Region,2009,496
Kansas,Pasture,Northern Plains,State,2009,750
Nebraska,Pasture,Northern Plains,State,2009,450
North Dakota,Pasture,Northern Plains,State,2009,350
South Dakota,Pasture,Northern Plains,State,2009,430
Appalachian,Pasture,Appalachian,Region,2009,3400
Kentucky,Pasture,Appalachian,State,2009,2420
North Carolina,Pasture,Appalachian,State,2009,4600
Tennessee,Pasture,Appalachian,State,2009,3650
Virginia,Pasture,Appalachian,State,2009,4800
West Virginia,Pasture,Appalachian,State,2009,1900
Southeast,Pasture,Southeast,Region,2009,4270
Alabama,Pasture,Southeast,State,2009,1700
Florida,Pasture,Southeast,State,2009,5300
Georgia,Pasture,Southeast,State,2009,6000
South Carolina,Pasture,Southeast,State,2009,2900
Delta,Pasture,Delta States,Region,2009,2130
Arkansas,Pasture,Delta States,State,2009,2200
Louisiana,Pasture,Delta States,State,2009,2100
Mississippi,Pasture,Delta States,State,2009,2050
Southern Plains,Pasture,Southern Plains,Region,2009,1300
Oklahoma,Pasture,Southern Plains,State,2009,1010
Texas,Pasture,Southern Plains,State,2009,1360
Mountain,Pasture,Mountain,Region,2009,517
Arizona,Pasture,Mountain,State,2009,900
Colorado,Pasture,Mountain,State,2009,670
Idaho,Pasture,Mountain,State,2009,1280
Montana,Pasture,Mountain,State,2009,530
Nevada,Pasture,Mountain,State,2009,620
New Mexico,Pasture,Mountain,State,2009,280
Utah,Pasture,Mountain,State,2009,870
Wyoming,Pasture,Mountain,State,2009,410
Pacific,Pasture,Pacific,Region,2009,1730
California,Pasture,Pacific,State,2009,2900
Oregon,Pasture,Pacific,State,2009,700
Washington,Pasture,Pacific,State,2009,820
United States,Pasture,Continental U.S.,Region,2009,1070
Northeast,Pasture,Northeast,Region,2010,3170
Maryland,Pasture,Northeast,State,2010,NA
New Jersey,Pasture,Northeast,State,2010,14200
New York,Pasture,Northeast,State,2010,1100
Pennsylvania,Pasture,Northeast,State,2010,2530
Other States,Pasture,Northeast,State,2010,5800
Lake,Pasture,Lake States,Region,2010,1710
Michigan,Pasture,Lake States,State,2010,2290
Minnesota,Pasture,Lake States,State,2010,1340
Wisconsin,Pasture,Lake States,State,2010,2000
Corn Belt,Pasture,Corn Belt,Region,2010,1900
Illinois,Pasture,Corn Belt,State,2010,2500
Indiana,Pasture,Corn Belt,State,2010,2340
Iowa,Pasture,Corn Belt,State,2010,2030
Missouri,Pasture,Corn Belt,State,2010,1600
Ohio,Pasture,Corn Belt,State,2010,2890
Northern Plains,Pasture,Northern Plains,Region,2010,502
Kansas,Pasture,Northern Plains,State,2010,761
Nebraska,Pasture,Northern Plains,State,2010,459
North Dakota,Pasture,Northern Plains,State,2010,357
South Dakota,Pasture,Northern Plains,State,2010,429
Appalachian,Pasture,Appalachian,Region,2010,3240
Kentucky,Pasture,Appalachian,State,2010,2360
North Carolina,Pasture,Appalachian,State,2010,4410
Tennessee,Pasture,Appalachian,State,2010,3510
Virginia,Pasture,Appalachian,State,2010,4400
West Virginia,Pasture,Appalachian,State,2010,1840
Southeast,Pasture,Southeast,Region,2010,4190
Alabama,Pasture,Southeast,State,2010,1810
Florida,Pasture,Southeast,State,2010,5360
Georgia,Pasture,Southeast,State,2010,5220
South Carolina,Pasture,Southeast,State,2010,2950
Delta,Pasture,Delta States,Region,2010,2110
Arkansas,Pasture,Delta States,State,2010,2210
Louisiana,Pasture,Delta States,State,2010,2100
Mississippi,Pasture,Delta States,State,2010,1980
Southern Plains,Pasture,Southern Plains,Region,2010,1300
Oklahoma,Pasture,Southern Plains,State,2010,987
Texas,Pasture,Southern Plains,State,2010,1370
Mountain,Pasture,Mountain,Region,2010,518
Arizona,Pasture,Mountain,State,2010,920
Colorado,Pasture,Mountain,State,2010,650
Idaho,Pasture,Mountain,State,2010,1260
Montana,Pasture,Mountain,State,2010,530
Nevada,Pasture,Mountain,State,2010,NA
New Mexico,Pasture,Mountain,State,2010,280
Utah,Pasture,Mountain,State,2010,920
Wyoming,Pasture,Mountain,State,2010,420
Pacific,Pasture,Pacific,Region,2010,1660
California,Pasture,Pacific,State,2010,2790
Oregon,Pasture,Pacific,State,2010,650
Washington,Pasture,Pacific,State,2010,810
United States,Pasture,Continental U.S.,Region,2010,1060
Northeast,Pasture,Northeast,Region,2011,3220
Maryland,Pasture,Northeast,State,2011,NA
New Jersey,Pasture,Northeast,State,2011,14000
New York,Pasture,Northeast,State,2011,1200
Pennsylvania,Pasture,Northeast,State,2011,2640
Other States,Pasture,Northeast,State,2011,5730
Lake,Pasture,Lake States,Region,2011,1710
Michigan,Pasture,Lake States,State,2011,2340
Minnesota,Pasture,Lake States,State,2011,1320
Wisconsin,Pasture,Lake States,State,2011,2000
Corn Belt,Pasture,Corn Belt,Region,2011,2000
Illinois,Pasture,Corn Belt,State,2011,2650
Indiana,Pasture,Corn Belt,State,2011,2390
Iowa,Pasture,Corn Belt,State,2011,2520
Missouri,Pasture,Corn Belt,State,2011,1610
Ohio,Pasture,Corn Belt,State,2011,2840
Northern Plains,Pasture,Northern Plains,Region,2011,531
Kansas,Pasture,Northern Plains,State,2011,773
Nebraska,Pasture,Northern Plains,State,2011,503
North Dakota,Pasture,Northern Plains,State,2011,389
South Dakota,Pasture,Northern Plains,State,2011,453
Appalachian,Pasture,Appalachian,Region,2011,3170
Kentucky,Pasture,Appalachian,State,2011,2290
North Carolina,Pasture,Appalachian,State,2011,4590
Tennessee,Pasture,Appalachian,State,2011,3460
Virginia,Pasture,Appalachian,State,2011,4060
West Virginia,Pasture,Appalachian,State,2011,2010
Southeast,Pasture,Southeast,Region,2011,3900
Alabama,Pasture,Southeast,State,2011,1830
Florida,Pasture,Southeast,State,2011,4910
Georgia,Pasture,Southeast,State,2011,4750
South Carolina,Pasture,Southeast,State,2011,2980
Delta,Pasture,Delta States,Region,2011,2120
Arkansas,Pasture,Delta States,State,2011,2160
Louisiana,Pasture,Delta States,State,2011,2200
Mississippi,Pasture,Delta States,State,2011,2000
Southern Plains,Pasture,Southern Plains,Region,2011,1350
Oklahoma,Pasture,Southern Plains,State,2011,985
Texas,Pasture,Southern Plains,State,2011,1430
Mountain,Pasture,Mountain,Region,2011,523
Arizona,Pasture,Mountain,State,2011,NA
Colorado,Pasture,Mountain,State,2011,640
Idaho,Pasture,Mountain,State,2011,1230
Montana,Pasture,Mountain,State,2011,530
Nevada,Pasture,Mountain,State,2011,NA
New Mexico,Pasture,Mountain,State,2011,290
Utah,Pasture,Mountain,State,2011,920
Wyoming,Pasture,Mountain,State,2011,450
Pacific,Pasture,Pacific,Region,2011,1620
California,Pasture,Pacific,State,2011,2710
Oregon,Pasture,Pacific,State,2011,640
Washington,Pasture,Pacific,State,2011,810
United States,Pasture,Continental U.S.,Region,2011,1070
Northeast,Pasture,Northeast,Region,2012,3240
Maryland,Pasture,Northeast,State,2012,NA
New Jersey,Pasture,Northeast,State,2012,13600
New York,Pasture,Northeast,State,2012,1250
Pennsylvania,Pasture,Northeast,State,2012,2650
Other States,Pasture,Northeast,State,2012,5760
Lake,Pasture,Lake States,Region,2012,1740
Michigan,Pasture,Lake States,State,2012,2290
Minnesota,Pasture,Lake States,State,2012,1390
Wisconsin,Pasture,Lake States,State,2012,2010
Corn Belt,Pasture,Corn Belt,Region,2012,2130
Illinois,Pasture,Corn Belt,State,2012,2870
Indiana,Pasture,Corn Belt,State,2012,2450
Iowa,Pasture,Corn Belt,State,2012,2800
Missouri,Pasture,Corn Belt,State,2012,1700
Ohio,Pasture,Corn Belt,State,2012,2970
Northern Plains,Pasture,Northern Plains,Region,2012,648
Kansas,Pasture,Northern Plains,State,2012,938
Nebraska,Pasture,Northern Plains,State,2012,617
North Dakota,Pasture,Northern Plains,State,2012,458
South Dakota,Pasture,Northern Plains,State,2012,561
Appalachian,Pasture,Appalachian,Region,2012,3110
Kentucky,Pasture,Appalachian,State,2012,2330
North Carolina,Pasture,Appalachian,State,2012,4330
Tennessee,Pasture,Appalachian,State,2012,3410
Virginia,Pasture,Appalachian,State,2012,3920
West Virginia,Pasture,Appalachian,State,2012,1980
Southeast,Pasture,Southeast,Region,2012,3700
Alabama,Pasture,Southeast,State,2012,1850
Florida,Pasture,Southeast,State,2012,4820
Georgia,Pasture,Southeast,State,2012,3910
South Carolina,Pasture,Southeast,State,2012,2960
Delta,Pasture,Delta States,Region,2012,2130
Arkansas,Pasture,Delta States,State,2012,2110
Louisiana,Pasture,Delta States,State,2012,2300
Mississippi,Pasture,Delta States,State,2012,2030
Southern Plains,Pasture,Southern Plains,Region,2012,1390
Oklahoma,Pasture,Southern Plains,State,2012,1060
Texas,Pasture,Southern Plains,State,2012,1460
Mountain,Pasture,Mountain,Region,2012,550
Arizona,Pasture,Mountain,State,2012,NA
Colorado,Pasture,Mountain,State,2012,640
Idaho,Pasture,Mountain,State,2012,1220
Montana,Pasture,Mountain,State,2012,570
Nevada,Pasture,Mountain,State,2012,NA
New Mexico,Pasture,Mountain,State,2012,330
Utah,Pasture,Mountain,State,2012,920
Wyoming,Pasture,Mountain,State,2012,480
Pacific,Pasture,Pacific,Region,2012,1590
California,Pasture,Pacific,State,2012,2680
Oregon,Pasture,Pacific,State,2012,600
Washington,Pasture,Pacific,State,2012,800
United States,Pasture,Continental U.S.,Region,2012,1110
Northeast,Pasture,Northeast,Region,2013,3370
Maryland,Pasture,Northeast,State,2013,NA
New Jersey,Pasture,Northeast,State,2013,13500
New York,Pasture,Northeast,State,2013,1240
Pennsylvania,Pasture,Northeast,State,2013,2770
Other States,Pasture,Northeast,State,2013,5840
Lake,Pasture,Lake States,Region,2013,1870
Michigan,Pasture,Lake States,State,2013,2420
Minnesota,Pasture,Lake States,State,2013,1580
Wisconsin,Pasture,Lake States,State,2013,2000
Corn Belt,Pasture,Corn Belt,Region,2013,2290
Illinois,Pasture,Corn Belt,State,2013,3370
Indiana,Pasture,Corn Belt,State,2013,2500
Iowa,Pasture,Corn Belt,State,2013,3220
Missouri,Pasture,Corn Belt,State,2013,1790
Ohio,Pasture,Corn Belt,State,2013,3010
Northern Plains,Pasture,Northern Plains,Region,2013,754
Kansas,Pasture,Northern Plains,State,2013,1150
Nebraska,Pasture,Northern Plains,State,2013,643
North Dakota,Pasture,Northern Plains,State,2013,578
South Dakota,Pasture,Northern Plains,State,2013,667
Appalachian,Pasture,Appalachian,Region,2013,3210
Kentucky,Pasture,Appalachian,State,2013,2560
North Carolina,Pasture,Appalachian,State,2013,4530
Tennessee,Pasture,Appalachian,State,2013,3380
Virginia,Pasture,Appalachian,State,2013,3930
West Virginia,Pasture,Appalachian,State,2013,1990
Southeast,Pasture,Southeast,Region,2013,3770
Alabama,Pasture,Southeast,State,2013,2000
Florida,Pasture,Southeast,State,2013,4850
Georgia,Pasture,Southeast,State,2013,3850
South Carolina,Pasture,Southeast,State,2013,2820
Delta,Pasture,Delta States,Region,2013,2190
Arkansas,Pasture,Delta States,State,2013,2160
Louisiana,Pasture,Delta States,State,2013,2400
Mississippi,Pasture,Delta States,State,2013,2070
Southern Plains,Pasture,Southern Plains,Region,2013,1410
Oklahoma,Pasture,Southern Plains,State,2013,1210
Texas,Pasture,Southern Plains,State,2013,1450
Mountain,Pasture,Mountain,Region,2013,594
Arizona,Pasture,Mountain,State,2013,NA
Colorado,Pasture,Mountain,State,2013,680
Idaho,Pasture,Mountain,State,2013,1220
Montana,Pasture,Mountain,State,2013,580
Nevada,Pasture,Mountain,State,2013,NA
New Mexico,Pasture,Mountain,State,2013,320
Utah,Pasture,Mountain,State,2013,950
Wyoming,Pasture,Mountain,State,2013,470
Pacific,Pasture,Pacific,Region,2013,1590
California,Pasture,Pacific,State,2013,2650
Oregon,Pasture,Pacific,State,2013,620
Washington,Pasture,Pacific,State,2013,800
United States,Pasture,Continental U.S.,Region,2013,1170
Northeast,Pasture,Northeast,Region,2014,3460
Maryland,Pasture,Northeast,State,2014,6000
New Jersey,Pasture,Northeast,State,2014,13500
New York,Pasture,Northeast,State,2014,1330
Pennsylvania,Pasture,Northeast,State,2014,2900
Other States,Pasture,Northeast,State,2014,5790
Lake,Pasture,Lake States,Region,2014,1950
Michigan,Pasture,Lake States,State,2014,2500
Minnesota,Pasture,Lake States,State,2014,1600
Wisconsin,Pasture,Lake States,State,2014,2150
Corn Belt,Pasture,Corn Belt,Region,2014,2360
Illinois,Pasture,Corn Belt,State,2014,3400
Indiana,Pasture,Corn Belt,State,2014,2550
